name,id,description,image
Luke Danes (Gilmore Girls),GILG4,"👨‍🔧, Straight, Masculine, Thrifty, Private, Realistic",https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/4.jpg
Cyrus Beene (Scandal),SCDL5,"Mischievous, Two-Faced, Competitive, Tense, Work-First, Driven, Motivated",https://openpsychometrics.org/tests/characters/test-resources/pics/SCDL/5.jpg
Harald Finehair (Vikings),VK8,"Swedish, Competitive, Driven, Extreme, Sexist, Masculine",https://openpsychometrics.org/tests/characters/test-resources/pics/VK/8.jpg
Sookie St. James (Gilmore Girls),GILG8,"Good-Cook, Warm, Soulful, Sweet, 🎨, Nurturing",https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/8.jpg
Jonah Byrde (Ozark),O4,"Technophile, Boy/Girl-Next-Door, High-Tech, 🧠, Perceptive, Intellectual",https://openpsychometrics.org/tests/characters/test-resources/pics/O/4.jpg
Oswald Cobblepot (Gotham),GTH4,"Fearmongering, Moody, Mischievous, Complicated, Vengeful, Driven",https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/4.jpg
Ben Wyatt (Parks and Recreation),PR9,"Nerd, Diligent, Valedictorian, Loyal, Intellectual, Feminist",https://openpsychometrics.org/tests/characters/test-resources/pics/PR/9.jpg
Taylor Doose (Gilmore Girls),GILG15,"Morning Lark, Workaholic, Opinionated, Stubborn, Picky, Bold",https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/15.jpg
David Rosen (Scandal),SCDL6,"Side Character, Bookish, On-Time, Valedictorian, Studious, Boy/Girl-Next-Door",https://openpsychometrics.org/tests/characters/test-resources/pics/SCDL/6.jpg
Amy Wong (Futurama),FUTR5,"Rich, Young, 😜, Trendy, Playful, Extravagant",https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/5.jpg
Emily Gilmore (Gilmore Girls),GILG6,"Rich, Preppy, Privileged, 🎩, Opinionated, Self-Disciplined",https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/6.jpg
Michel Gerard (Gilmore Girls),GILG5,"French, Opinionated, 🎩, Sarcastic, Impatient, Pessimistic",https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/5.jpg
Ruth Langmore (Ozark),O5,"Bold, Street-Smart, Persistent, Badass, Frank, Punk Rock",https://openpsychometrics.org/tests/characters/test-resources/pics/O/5.jpg
Kif Kroker (Futurama),FUTR9,"Passive, 🧠, Sensitive, Emotional, Gatherer, Side Character",https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/9.jpg
Marty Byrde (Ozark),O1,"Workaholic, Pointed, Main Character, High Iq, Diligent, Intellectual",https://openpsychometrics.org/tests/characters/test-resources/pics/O/1.jpg
Jacob Snell (Ozark),O8,"Country-Bumpkin, Rural, 🥾, Masculine, Wooden, Macho",https://openpsychometrics.org/tests/characters/test-resources/pics/O/8.jpg
Wyatt Langmore (Ozark),O10,"Rural, Country-Bumpkin, Haunted, Poor, Blue-Collar, Oppressed",https://openpsychometrics.org/tests/characters/test-resources/pics/O/10.jpg
Rowan Pope (Scandal),SCDL10,"Demanding, Competitive, Cocky, Motivated, Bold, Self-Assured",https://openpsychometrics.org/tests/characters/test-resources/pics/SCDL/10.jpg
Alicia Florrick (The Good Wife),TGW1,"Driven, Stylish, Competent, Manicured, Diligent, Motivated",https://openpsychometrics.org/tests/characters/test-resources/pics/TGW/1.jpg
Paris Geller (Gilmore Girls),GILG10,"Competitive, Dominant, Direct, Workaholic, Demanding, Motivated",https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/10.jpg
James Gordon (Gotham),GTH1,"Persistent, Diligent, Workaholic, Main Character, Masculine, Active",https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/1.jpg
Selina Meyer (Veep),V1,"Demanding, Bossy, Work-First, Driven, Celebrity, Rich",https://openpsychometrics.org/tests/characters/test-resources/pics/V/1.jpg
Diane Lockhart (The Good Wife),TGW3,"Eloquent, Cultured, Competent, Valedictorian, Dominant, Stylish",https://openpsychometrics.org/tests/characters/test-resources/pics/TGW/3.jpg
Malik McGrath  (ER),ER4,"Egalitarian, Night Owl, Not Genocidal, Badass, Soulful, Loyal, Heroic",https://openpsychometrics.org/tests/characters/test-resources/pics/ER/4.jpg
Zapp Brannigan (Futurama),FUTR8,"Loud, Arrogant, Competitive, Sexist, Ignorant, Selfish",https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/8.jpg
Logan Huntzberger (Gilmore Girls),GILG13,"Rich, City-Slicker, Extravagant, Sexual, Privileged, Pretentious",https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/13.jpg
Kalinda Sharma (The Good Wife),TGW4,"Persistent, Badass, Resourceful, Coordinated, Perceptive, Rebellious",https://openpsychometrics.org/tests/characters/test-resources/pics/TGW/4.jpg
Turanga Leela (Futurama),FUTR2,"Badass, Purple, Feminist, Important, Workaholic, Attractive",https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/2.jpg
Professor Hubert J. Farnsworth (Futurama),FUTR4,"Old, Bookish, Intellectual, 🧠, Scientific, Nerd",https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/4.jpg
Carol 'Mom' Miller (Futurama),FUTR10,"Entitled, Old, Competitive, Rich, Arrogant, Captain, Bossy",https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/10.jpg
Will Gardner (The Good Wife),TGW5,"Manicured, Competitive, Straight, Demanding, Go-Getter, Privileged",https://openpsychometrics.org/tests/characters/test-resources/pics/TGW/5.jpg
Cary Agos (The Good Wife),TGW2,"Valedictorian, Work-First, Cocky, City-Slicker, Attractive, Motivated",https://openpsychometrics.org/tests/characters/test-resources/pics/TGW/2.jpg
Dr. John A. Zoidberg (Futurama),FUTR7,"Stinky, Weird, Clumsy, Unlucky, Freak, Unorthodox",https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/7.jpg
Donna Meagle (Parks and Recreation),PR8,"Lavish, Bold, 😎, Queen, Self-Assured, Badass",https://openpsychometrics.org/tests/characters/test-resources/pics/PR/8.jpg
Charlie Strong (Peaky Blinders),PKB5,"👨‍🔧, Vintage, Rugged, Old, Gendered, Works Hard",https://openpsychometrics.org/tests/characters/test-resources/pics/PKB/5.jpg
Roy Petty (Ozark),O7,"Stubborn, Psychopath, Punchable, Suspicious, Angry, Miserable",https://openpsychometrics.org/tests/characters/test-resources/pics/O/7.jpg
Amy Brookheimer (Veep),V2,"Workaholic, Work-First, Driven, Tense, Skeptical, Diligent",https://openpsychometrics.org/tests/characters/test-resources/pics/V/2.jpg
Judith of Northumbria (Vikings),VK10,"🎨, 🧠, Side Character, Feminine, French, Dramatic",https://openpsychometrics.org/tests/characters/test-resources/pics/VK/10.jpg
Darlene Snell (Ozark),O9,"Stubborn, Ferocious, Feisty, Crazy, Wild, Hard",https://openpsychometrics.org/tests/characters/test-resources/pics/O/9.jpg
Christopher Moltisanti (The Sopranos),SOP4,"Italian, Urban, Drop Out, Sexist, Cocky, Mischievous",https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/4.jpg
Selina Kyle (Gotham),GTH5,"Feminist, Cat Person, Street-Smart, Punk Rock, Adventurous, Badass, Rebellious, Night Owl",https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/5.jpg
Philip J. Fry (Futurama),FUTR1,"Messy, Impulsive, Disorganized, Clumsy, Juvenile, Orange",https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/1.jpg
Kirk Gleason (Gilmore Girls),GILG9,"Awkward, Weird, Nerd, First-Mate, Quirky, Twitchy",https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/9.jpg
Dr. Jennifer Melfi (The Sopranos),SOP2,"Civilized, Studious, Motivated, Human, Egalitarian, On-Time",https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/2.jpg
Wendy Byrde (Ozark),O2,"Driven, Diligent, Businesslike, Motivated, Persistent, Go-Getter",https://openpsychometrics.org/tests/characters/test-resources/pics/O/2.jpg
Alfred Pennyworth (Gotham),GTH7,"Coordinated, Treasure, Heroic, Knowledgeable, Neat, Badass",https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/7.jpg
Harvey Bullock (Gotham),GTH2,"Masculine, Bold, Dog Person, Impatient, Frank, Skeptical",https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/2.jpg
Jackson Belleville (Gilmore Girls),GILG14,"🥾, Love-Focused, 🤠, Wooden, Kind, Not Genocidal",https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/14.jpg
Tony Soprano (The Sopranos),SOP1,"Italian, Dominant, Bossy, Masculine, Lustful, F***-The-Police",https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/1.jpg
Silvio Dante (The Sopranos),SOP6,"Italian, Conservative, Gendered, Loyal, Street-Smart, Patriotic",https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/6.jpg
Grace Florrick (The Good Wife),TGW6,"Not Genocidal, Young, Civilized, Gendered, Privileged, Emotional",https://openpsychometrics.org/tests/characters/test-resources/pics/TGW/6.jpg
Rachel Garrison (Ozark),O6,"Boy/Girl-Next-Door, Side Character, Blue-Collar, Rustic, Child Free, Traumatized",https://openpsychometrics.org/tests/characters/test-resources/pics/O/6.jpg
Carmela Soprano (The Sopranos),SOP3,"Family-First, Manicured, Rich, Important, Neat, Italian",https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/3.jpg
Paulie 'Walnuts' Gualtieri (The Sopranos),SOP7,"Italian, Street-Smart, Vintage, Opinionated, City-Slicker, Loud",https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/7.jpg
Kala Dandekar (Sense8),S83,"Kind, Soulful, Beautiful, Valedictorian, High Iq, Empath, Loyal",https://openpsychometrics.org/tests/characters/test-resources/pics/S8/3.jpg
A.J. Soprano (The Sopranos),SOP8,"Italian, Side Character, Goof-Off, Underachiever, Drop Out, Entitled",https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/8.jpg
Edward Nygma (Gotham),GTH6,"🧠, High Iq, Bookish, Nerd, Vengeful, Perceptive",https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/6.jpg
Dan Egan (Veep),V4,"City-Slicker, Sarcastic, Selfish, Arrogant, Work-First, Competitive, Cocky",https://openpsychometrics.org/tests/characters/test-resources/pics/V/4.jpg
Jonah Ryan (Veep),V5,"Tall, Punchable, Arrogant, Entitled, Weird, Cringeworthy",https://openpsychometrics.org/tests/characters/test-resources/pics/V/5.jpg
Cheryl Tunt (Archer),ARCH4,"Ludicrous, Zany, Sexual, Emotional, Self-Destructive, Spontaneous",https://openpsychometrics.org/tests/characters/test-resources/pics/ARCH/4.jpg
Charlotte Byrde (Ozark),O3,"Dramatic, Beautiful, Feminist, Demanding, Entitled, Modern",https://openpsychometrics.org/tests/characters/test-resources/pics/O/3.jpg
Sun Bak (Sense8),S81,"Self-Disciplined, Badass, Competent, Coordinated, Feminist, 🤺",https://openpsychometrics.org/tests/characters/test-resources/pics/S8/1.jpg
Lito Rodriguez (Sense8),S86,"Emotional, Celebrity, Queer, Romantic, Emotional, Sexual, 🥵",https://openpsychometrics.org/tests/characters/test-resources/pics/S8/6.jpg
Malory Archer (Archer),ARCH2,"Privileged, Alpha, Bossy, Demanding, Indulgent, Vengeful",https://openpsychometrics.org/tests/characters/test-resources/pics/ARCH/2.jpg
Junior Soprano (The Sopranos),SOP5,"Old, Italian, Vintage, Historical, Opinionated, Low-Tech",https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/5.jpg
Barbara Kean (Gotham),GTH8,"Feminist, Bold, Demanding, Scandalous, Spicy, Bossy",https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/8.jpg
Leslie Thompkins (Gotham),GTH9,"👨‍⚕️, High Iq, Scientific, Persistent, Love-Focused, Valedictorian",https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/9.jpg
Mike McLintock (Veep),V6,"Side Character, Desperate, First-Mate, Cheesy, 🛌, Not Genocidal",https://openpsychometrics.org/tests/characters/test-resources/pics/V/6.jpg
Chuny Marquez (ER),ER3,"Feminine, One-Faced, Feminist, Social, Resourceful, Pro, 🌟",https://openpsychometrics.org/tests/characters/test-resources/pics/ER/3.jpg
Lana Kane (Archer),ARCH6,"Attractive, Beautiful, Go-Getter, Driven, 🤺, Assertive",https://openpsychometrics.org/tests/characters/test-resources/pics/ARCH/6.jpg
Sterling Archer (Archer),ARCH1,"Bold, Sexual, Extravagant, Entitled, City-Slicker, Arrogant",https://openpsychometrics.org/tests/characters/test-resources/pics/ARCH/1.jpg
Janice Soprano (The Sopranos),SOP10,"Moody, Italian, Loud, Chatty, Demanding, Impulsive",https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/10.jpg
Bruce Wayne (Gotham),GTH3,"Rich, Diligent, 🦇, Motivated, Persistent, Dramatic",https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/3.jpg
Lucius Fox (Gotham),GTH10,"Diligent, Egalitarian, Self-Disciplined, Rational, Intellectual, Scientific",https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/10.jpg
Gary Walsh (Veep),V3,"Submissive, Obedient, Codependent, Beta, Nerd, On-Time, White Knight",https://openpsychometrics.org/tests/characters/test-resources/pics/V/3.jpg
Neal Caffrey (White Collar),WC1,"Charismatic, Beautiful, City-Slicker, Attractive, Charming, Important",https://openpsychometrics.org/tests/characters/test-resources/pics/WC/1.jpg
Pamela Poovey (Archer),ARCH5,"Kinky, Sexual, Indulgent, Wild, Gossiping, Lustful",https://openpsychometrics.org/tests/characters/test-resources/pics/ARCH/5.jpg
Cyril Figgis (Archer),ARCH3,"Nerd, Bookish, 🐿, Intellectual, Tight, Sensitive, Tense, Meek, Beta",https://openpsychometrics.org/tests/characters/test-resources/pics/ARCH/3.jpg
Meadow Soprano (The Sopranos),SOP9,"Italian, Urban, Beautiful, Feminine, Straight, Manicured",https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/9.jpg
Roman Roy (Succession),SUC2,"Rich, Perverted, Exhibitionist, Privileged, City-Slicker, Indulgent",https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/2.jpg
Waverly Earp (Wynonna Earp),WE3,"Warm, Attractive, Feminist, Beautiful, 🌟, Soulful, Generous",https://openpsychometrics.org/tests/characters/test-resources/pics/WE/3.jpg
Nomi Marks (Sense8),S82,"Queer, Feminist, High-Tech, Love-Focused, Important, Egalitarian",https://openpsychometrics.org/tests/characters/test-resources/pics/S8/2.jpg
Wolfgang Bogdanow (Sense8),S85,"Sexual, Street-Smart, F***-The-Police, Freelance, Masculine, Wild, Intense",https://openpsychometrics.org/tests/characters/test-resources/pics/S8/5.jpg
Mozzie (White Collar),WC3,"Nerd, Intellectual, 🧠, Paranoid, F***-The-Police, Opinionated",https://openpsychometrics.org/tests/characters/test-resources/pics/WC/3.jpg
Riley Blue (Sense8),S84,"Swedish, Open To New Experinces, 🎨, Feminist, Egalitarian, Freelance, Rebellious",https://openpsychometrics.org/tests/characters/test-resources/pics/S8/4.jpg
Will Gorski (Sense8),S87,"Driven, Loyal, Dog Person, Kind, Heroic, 🏀",https://openpsychometrics.org/tests/characters/test-resources/pics/S8/7.jpg
Nicole Haught (Wynonna Earp),WE4,"Sheriff, Beautiful, Attractive, Queer, Devoted, Persistent",https://openpsychometrics.org/tests/characters/test-resources/pics/WE/4.jpg
Logan Roy (Succession),SUC1,"Old, Bossy, Master, Fearmongering, Intense, Demanding",https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/1.jpg
Doc Holliday (Wynonna Earp),WE2,"🤠, Vintage, Flirtatious, 🥾, Haunted, Sexual",https://openpsychometrics.org/tests/characters/test-resources/pics/WE/2.jpg
Tom Wambsgans (Succession),SUC8,"Privileged, Corporate, First-Mate, Codependent, Basic, Manicured",https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/8.jpg
Amanita Caplan (Sense8),S89,"Feminist, Queer, Open-Minded, Playful, Adventurous, Loyal, Bold",https://openpsychometrics.org/tests/characters/test-resources/pics/S8/9.jpg
Hernando Fuentes (Sense8),S810,"Romantic, Loyal, Attractive, Queer, Nerd, 🎨",https://openpsychometrics.org/tests/characters/test-resources/pics/S8/10.jpg
Wynonna Earp (Wynonna Earp),WE1,"Stubborn, Liberal, Main Character, Bold, Sexual, Beautiful, Wild",https://openpsychometrics.org/tests/characters/test-resources/pics/WE/1.jpg
Frank Vernon (Succession),SUC7,"Practical, Old, Centrist, Vintage, Monotone, Mild",https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/7.jpg
Kendall Roy (Succession),SUC4,"Haunted, City-Slicker, Jaded, Self-Destructive, Tense, Traumatized",https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/4.jpg
Marcia Roy (Succession),SUC5,"Secretive, Coordinated, Persistent, Deliberate, Businesslike, City-Slicker",https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/5.jpg
Greg Hirsch (Succession),SUC6,"Tall, Young, Twitchy, Anxious, Awkward, Desperate",https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/6.jpg
Peter Burke (White Collar),WC2,"Diligent, Clean, Devoted, Self-Disciplined, Persistent, Motivated",https://openpsychometrics.org/tests/characters/test-resources/pics/WC/2.jpg
Shiv Roy (Succession),SUC3,"Rich, Go-Getter, Complicated, City-Slicker, Presidential, High Iq",https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/3.jpg
Connor Roy (Succession),SUC9,"Privileged, Dorky, Weakass, Cringeworthy, Incompetent, Overspender",https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/9.jpg
Elizabeth Burke (White Collar),WC4,"Not Genocidal, Reasonable, Persistent, Kind, Loyal, Competent",https://openpsychometrics.org/tests/characters/test-resources/pics/WC/4.jpg
Clinton Jones (White Collar),WC5,"On-Time, Clean, Human, Factual, Manicured, Not Genocidal",https://openpsychometrics.org/tests/characters/test-resources/pics/WC/5.jpg
Angelica Turing (Sense8),S88,"Metaphorical, Complicated, Mysterious, Unlucky, Bookish, Rebellious",https://openpsychometrics.org/tests/characters/test-resources/pics/S8/8.jpg
Lawrence Yee (Succession),SUC10,"Technophile, Intellectual, Feisty, Quarrelsome, 🧠, City-Slicker",https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/10.jpg
Jeremy Chetri (Wynonna Earp),WE5,"Nerd, 👩‍🔬, 🧠, Angelic, Bookish, Mathematical",https://openpsychometrics.org/tests/characters/test-resources/pics/WE/5.jpg
Diana Barrigan (White Collar),WC6,"Diligent, Motivated, Persistent, Beautiful, Healthy, Resourceful",https://openpsychometrics.org/tests/characters/test-resources/pics/WC/6.jpg
